property_name,society,property_type,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,rating
4 Bedroom House for sale in DLF Phase 2,independent,house,4.45,32963.0,1349.9984831477718,Plot area 150(125.42 sq.m.),4,3,3+,store room,"001, DLF Phase 2, Gurgaon, Haryana",2,West,5 to 10 Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Shri Shiv Shakthi Mandir', 'Jain Bhawan', 'Arya Samaj Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Surgi Center Clinic', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Guardian', '98.4', 'Religare Wellness', 'Shri Balaji Medical Store', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'PVR Cinames', 'Mukesh Dhaba', 'Mc Donalds', ""McDonald's"", 'Food Court', 'The God Father', 'Cantine', 'barrique', 'American Montessori']","['3 Wardrobe', '3 Fan', '3 Geyser', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
6 Bedroom House for sale in DLF Phase 4,independent,house,9.0,27778.0,3239.9740802073584,Plot area 360(301.01 sq.m.),6,7,3+,"study room,servant room,pooja room,store room","Near Galleria, DLF Phase 4, Gurgaon, Haryana",3,North,5 to 10 Year Old,"['Dlf phase 1 metro station', 'Huda city centre metro station', 'Iffco chowk metro station', 'New Life Church', 'Hanuman Mandir', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Rbs ATM', 'Sitaram Bhartia', 'Max Hospital', 'Dr. Kutbuddin Akbary', 'Sidhesh Hospital Gurgaon', 'Umkal Hospital', 'Marwah Clinic', 'Lord Krishna Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Gupta', 'Divine Look Clinic Centre 1', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'DT Cinemas', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Fat', 'Nowhere Brewpub and cafe', 'Dighent cafe', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'The Chicken Boat', 'Naveidyam', 'Balaji Vegetarian Paradise', 'Pizza Hut', 'Barbecue Grill', 'PWO house', 'Food Court', 'Stones2milestones', 'Bahrisons library', 'Ncr library']",,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
13 Bedroom House for sale in DLF Phase 3,dlf city plots phase 3,house,5.0,34083.0,1467.0070122935188,Plot area 163(136.29 sq.m.),13,13,3+,pooja room,"Dlf Phase 3, DLF Phase 3, Gurgaon, Haryana",4,North,0 to 1 Year Old,"['Dlf phase 3 metro station', 'Micromax moulsari avenue metro station', 'Dlf phase 2 metro station', 'Guru dronacharya metro station', 'Indusind bank cyber city metro station', 'Vodafone belvedere towers metro station', 'Shri Shiv Shakthi Mandir', 'Icici bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Abn amro bank ATM', 'Citibank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Dental Cure and Care Centre', ""Dr. Khullar's Dental Clinic"", 'Garg Dental Care', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Harbour', 'Upkar Clinic', 'Asha Multispeciality Clinic', ""St Stephen's Hospital Health Care Facility"", 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Cosmodentz Dental Clinic', 'RBS Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Anahat Hospital', 'Pharmacy', 'Shri Balaji Medical Store', 'State bank of india', 'Icici bank', 'Deutsche bank', 'Standard chartered bank', 'PVR Cinames', 'The God Father', 'Machaan', 'Food Court', 'Mc Donalds', 'barrique', ""McDonald's""]","['1 Water Purifier', '1 Fridge', '21 Fan', '1 Exhaust Fan', '1 Dining Table', '13 Geyser', '1 Stove', '20 Light', '1 Chimney', '9 TV', '18 AC', '1 Modular Kitchen', '1 Curtains', '7 Wardrobe', '14 Bed', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in DLF Phase 1,independent,house,15.0,33200.0,4518.0722891566265,Plot area 502(419.74 sq.m.),5,6,3+,"pooja room,study room,servant room,store room","A Block, DLF Phase 1, Gurgaon, Haryana",3,North,5 to 10 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","['5 Wardrobe', '9 Fan', '1 Exhaust Fan', '6 Geyser', '60 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Park', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
5 Bedroom House for sale in B Block Sushant Lok Phase 1,independent,house,8.25,30556.0,2699.9607278439585,Plot area 300(250.84 sq.m.),5,6,3+,"study room,servant room,store room,pooja room","Sushant Lok, B Block Sushant Lok Phase 1, Gurgaon, Haryana",3,West,5 to 10 Year Old,"['Iffco chowk metro station', 'Huda city centre metro station', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Rbs ATM', 'Icici bank ATM', 'Axis bank ATM', 'Punjab national bank ATM', 'Max Hospital', 'Sitaram Bhartia', 'Dr. Kutbuddin Akbary', 'Umkal Hospital', 'Dr. Naval Mendiratta', 'Sidhesh Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Centre For Sight Gurgaon Sector 29', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Naveidyam', 'Pizza Hut', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'The Chicken Boat', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Balaji Vegetarian Paradise', 'Fat', 'Nowhere Brewpub and cafe', 'Barbecue Grill', 'Roots', 'PWO house', 'MoB Ministory of Beer', 'Park Baluchi', 'Beer & Whisky Bar', 'Bikanervala', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'Gravity Space Bar', 'Zura', 'Black Mambaa', 'Stones2milestones', 'Bahrisons library', 'Ncr library']","['5 Wardrobe', '10 Fan', '1 Exhaust Fan', '5 Geyser', '52 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']","['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4.5 out of 5', 'Safety4 out of 5']"
6 Bedroom House for sale in New Palam Vihar Phase 1,independent,house,2.0,14914.0,1341.021858656296,Plot area 1341(124.58 sq.m.),6,4,3,"pooja room,study room","New Palam Vihar Phase 1, Gurgaon, Haryana",3,East,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Ram Mandir', 'Kalyan Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Bhardwaj Hospital', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Metro Hospital and Heart Institute Gurgaon', 'Yashroop Medical Centre', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Dr. Sindhu Clinic', 'Axis bank', 'Big Cinemas', ""McDonald's"", 'Moti Mahal', 'Cafe Coffee Day', 'Pind Baluchi', 'Pizza Hut', ""Domino's Pizza"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Palam vihar railway station']","['6 Wardrobe', '9 Fan', '1 Exhaust Fan', '2 Geyser', '15 Light', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']",
9 Bedroom House for sale in DLF Phase 2,dlf city plots phase 2,house,10.75,29861.0,3600.0133953986806,Plot area 400(334.45 sq.m.),9,9,3+,"servant room,pooja room,store room","DLF Phase 2, Gurgaon, Haryana",3,South-West,10+ Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Sikanderpur metro station', 'Shri Shiv Shakthi Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Surgi Center Clinic', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Asha Multispeciality Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Shri Balaji Medical Store', 'Guardian', '98.4', 'Religare Wellness', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'Mukesh Dhaba', 'Mc Donalds', 'Food Court', ""McDonald's"", 'The God Father', 'Cantine', 'barrique', 'American Montessori']","['5 Fan', '1 Exhaust Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Private Garden / Terrace', 'High Ceiling Height', 'Separate entry for servant room', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel', 'Airy Rooms', 'Low Density Society']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
7 Bedroom House for sale in Sector 38 Gurgaon,independent,house,2.1,23333.0,900.0128573265332,Plot area 100(83.61 sq.m.),7,7,3+,"store room,pooja room,study room","Sector 38 Gurgaon, Gurgaon, Haryana",3,North-East,1 to 5 Year Old,"['Rajiv Chowk Mosque', 'Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Samvit Health Care', 'Sukhmani Hospital Pvt. Ltd', 'Dispencery', 'Bansal Medicare and Maternity Centre', 'Airforce Hospital', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Meher Clinic', 'Best Urologist Atcomplete Family Clinic', 'Smile Plus Dental Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Dayal Eye & Maternity Centre', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'KFC', 'Darbar', 'Haldiram', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Kendriya Vidyalaya No.2 Sohna Road', 'CR Model Public School', 'Delhi Public School Primary Section', 'Manav Rachna School', 'Amity Global School', 'Manav Rachna Swimming Pool']",,"['High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
4 Bedroom House for sale in Nirvana Country,unitech espace,house,7.35,41762.0,1759.9731813610458,Plot area 240(200.67 sq.m.),4,4,3+,"pooja room,servant room","Nirvana Country, Gurgaon, Haryana",3,South,5 to 10 Year Old,"['Radhakrishna Shani Mandir', 'Sri Radhe Krishna Temple', 'Standard chartered ATM', 'Icici bank ATM', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Skin Clinic', 'Divine Look Clinic Centre', 'Meher Clinic', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Vishesh Dental', 'Neelkanth Health Care', 'Park Hospital Gurgaon', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Sanjeevani Hospital Gurgaon', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sai Dharamraj Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Icici bank', 'Central bank of india', 'SRS Cinemas', 'Madison and Pike', 'India', 'Haldiram', 'Starbucks', 'Nook', ""Domino's Pizza"", ""Nirula's"", 'Kamla International', 'Gurugram University', 'Delhi Public School Primary Section', 'Amity Global School']","['5 Wardrobe', '1 Exhaust Fan', '4 Geyser', '9 Light', '6 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'Maintenance Staff', 'Swimming Pool', 'Separate entry for servant room', 'Visitor Parking', 'Fitness Centre / GYM', 'Rain Water Harvesting']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
6 Bedroom House for sale in Uppals Southend,independent,house,4.45,15451.0,2880.0724872176556,Plot area 320(267.56 sq.m.),6,6,3,"pooja room,study room,servant room,store room","Uppals Southend, Gurgaon, Haryana",3,North,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Neelkanth Health Care', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Meher Clinic', 'Vatsalya Clinic', 'Gobind Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'SRS Cinemas', 'Icici bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'Hdfc bank', 'Central bank of india', 'Union bank of india', 'State bank of india', ""Nirula's"", ""Domino's Pizza"", 'Nook', 'Starbucks', 'India', 'Haldiram', 'Madison and Pike', 'Kamla International']","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '9 Light', '6 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Dining Table']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
9 Bedroom House for sale in Sector 9 Gurgaon,independent,house,3.4,12938.0,2627.9177616324005,Plot area 292(244.15 sq.m.),9,9,3,not available,"Sector 9 Gurgaon, Gurgaon, Haryana",3,West,5 to 10 Year Old,"['State bank ATM', 'Esic Hospital Gurugram', 'Shri Multispeciality Hospital', 'Ankur Clinic and Maternity Home', 'Shree Krishna Hospital Gurgaon', 'Taneja Hospital', 'Pearl Dental Clinic', 'Dr. Ashok Jain', 'Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Shri Gobind Hospital', 'Kr Dental Hub', 'Lal Superspeciality Hospital', 'Satyam Hospital Gurgaon', 'Chiranjiv Hospital', 'Swastik Maternity and Medical Centre', 'Geeta Nursing Home Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Bhanu Dental Care', 'Tirath Ram Hospitals Pvt Ltd', 'Aryan Hospital', 'Sethi Hospital Gurgaon', 'Bindal Clinic', 'My Care Clinic', 'Ravi Clinic and Health Care Centre', 'M.S Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Kamla Hospital Gurgaon', 'Rachna Dental Clinic', 'Kathuria Hospital', 'D.R. Rajnis Gupta Clinic', 'Parashar Hospital', 'Gurgaon Eye Centre', 'Nangia Hospital Ent and Maternity', 'Pasricha Hospital and Maternity Home', 'Yadav Hospital Gurgoan', 'Parmar Dental Clinic & Lab', 'Vinayak Hospital Gurgaon', 'Nutan Dental Hospital', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Basai dhankot railway station']","['9 Wardrobe', '12 Fan', '1 Exhaust Fan', '50 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Park', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in Sector 66 Gurgaon,emaar mgf marbella,house,12.0,38095.0,3150.0196876230475,Plot area 350(292.64 sq.m.),5,6,3+,"store room,servant room","Sector 66 Gurgaon, Gurgaon, Haryana",3,North-East,1 to 5 Year Old,"['Sector 55-56 Rapid Metro Station', 'HUB 66', 'NH 48', 'Hasanpur', 'Gurugram University', 'Delhi Public School', 'Park Hospital', 'Indira Gandhi International Airport', 'Sealdah', 'Vatika Business Centre', 'The Oberoi', 'De Adventure Park', 'DLF Golf and Country Club', 'Tau DeviLal Sports Complex']","['1 Exhaust Fan', '8 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
4 Bedroom House for sale in Sector 48 Gurgaon,independent,house,8.4,25926.0,3239.990742883592,Plot area 360(301.01 sq.m.),4,4,3,"pooja room,servant room","Sector 48 Gurgaon, Gurgaon, Haryana",2,NA,10+ Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Neelkanth Health Care', 'Skin Clinic', 'Divine Look Clinic Centre', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Bones Clinic - Orthopaedics', 'Meher Clinic', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Samvit Health Care', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sukhmani Hospital Pvt. Ltd', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Wembley estate club', 'Genius', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'Central bank of india', 'SRS Cinemas', 'SRS Cinemas', ""Domino's Pizza"", ""Nirula's"", 'Nook', 'Starbucks', 'Haldiram', 'India', 'Delhi Public School Primary Section', 'Kamla International']","['4 Wardrobe', '8 Fan', '1 Exhaust Fan', '5 Geyser', '18 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Piped-gas']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
4 Bedroom House for sale in Sector 48 Gurgaon,vipul tatvam villa,house,8.5,26235.0,3239.946636173051,Plot area 360(301.01 sq.m.),4,4,2,"pooja room,servant room,store room","Sector 48 Gurgaon, Gurgaon, Haryana",,East,5 to 10 Year Old,"['Athena', 'Star Mall', 'The Sixth Element School', 'K.R.Mangalam World School', 'Medhaam Pre School & Daycare', 'Peer Baba Ki Mazar', 'HDFC Bank', 'Punjab National Bank', 'Axis Bank', 'Sushil Park', 'CoNexus.Life B35', 'World Tech Park', 'Marriott Courtyard', 'Moksh Wellness Pvt Ltd.', 'Bharat Petroleum Petrol Pump']","['1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
